Bradi1g69680	GO:0006801, GO:0046872, GO:0055114
Bradi1g69685	
Bradi1g69690	
Bradi1g69700	
Bradi1g69710	GO:0016020, GO:0016021, GO:0022891, GO:0055085
Bradi1g69720	
Bradi1g69726	
Bradi1g69730	GO:0003824, GO:0030170
Bradi1g69740	
Bradi1g69747	
Bradi1g69760	GO:0004650, GO:0005975
Bradi1g69770	GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085
Bradi1g69780	GO:0003824, GO:0004553, GO:0005975, GO:0030246
Bradi1g69790	
Bradi1g69800	GO:0005515
Bradi1g69805	
Bradi1g69810	GO:0005515
Bradi1g69820	GO:0003676, GO:0046872
Bradi1g69821	
Bradi1g69822	
Bradi1g69823	
Bradi1g69827	GO:0005515
Bradi1g69840	
Bradi1g69850	GO:0005488, GO:0006402, GO:0030014
Bradi1g69860	GO:0070072
Bradi1g69870	GO:0007010, GO:0008017
Bradi1g69880	GO:0000049, GO:0000166, GO:0004812, GO:0004825, GO:0005524, GO:0005737, GO:0006418, GO:0006431,  GO:0000166, GO:0004812, GO:0004825, GO:0005524, GO:0005737, GO:0006418, GO:0006431
Bradi1g69890	GO:0003677, GO:0003700, GO:0005634, GO:0006355, GO:0046983
Bradi1g69900	GO:0007275
Bradi1g69910	GO:0005794, GO:0015780
Bradi1g69925	GO:0005794, GO:0015780
Bradi1g69927	
Bradi1g69930	
Bradi1g69980	GO:0003676, GO:0003677, GO:0005634, GO:0006260, GO:0006281, GO:0006310
Bradi1g69990	GO:0003993, GO:0016787, GO:0046872
Bradi1g70000	GO:0003723, GO:0005634
Bradi1g70006	
Bradi1g70017	
Bradi1g70028	
Bradi1g70040	
Bradi1g70050	
Bradi1g70052	
Bradi1g70054	
Bradi1g70057	GO:0003676, GO:0005515, GO:0005524, GO:0008565, GO:0031204
Bradi1g70067	GO:0003677
Bradi1g70080	
Bradi1g70090	
Bradi1g70100	GO:0004869
Bradi1g70110	GO:0004869
Bradi1g70120	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g70135	GO:0005515
Bradi1g70150	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g70160	GO:0015031, GO:0016020
Bradi1g70165	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g70170	GO:0004553, GO:0005975
Bradi1g70180	GO:0003824, GO:0046872
Bradi1g70188	GO:0004672, GO:0005524, GO:0006468
Bradi1g70191	
Bradi1g70195	
Bradi1g70200	GO:0008033
Bradi1g70210	GO:0005819, GO:0005874, GO:0032147, GO:0060236
Bradi1g70215	
Bradi1g70220	GO:0005515
Bradi1g70232	GO:0046872
Bradi1g70240	
Bradi1g70250	GO:0005515
Bradi1g70252	
Bradi1g70255	
Bradi1g70260	GO:0008152, GO:0016758
Bradi1g70265	
Bradi1g70271	
Bradi1g70280	GO:0005515
Bradi1g70290	GO:0016757, GO:0047262
Bradi1g70300	GO:0016020, GO:0016798
Bradi1g70307	GO:0005515
Bradi1g70312	GO:0005515
Bradi1g70320	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g70325	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g70330	GO:0005515
Bradi1g70340	
Bradi1g70350	GO:0005516
Bradi1g70360	GO:0005515, GO:0008270
Bradi1g70370	GO:0008152, GO:0016758
Bradi1g70380	
Bradi1g70390	
Bradi1g70398	
Bradi1g70407	GO:0016779
Bradi1g70420	
Bradi1g70430	
Bradi1g70440	
Bradi1g70450	GO:0005515, GO:0005622, GO:0006396
Bradi1g70460	GO:0005515, GO:0008270
Bradi1g70470	
Bradi1g70480	GO:0004869
Bradi1g70490	GO:0004869
Bradi1g70500	GO:0004869
Bradi1g70510	GO:0004869
Bradi1g70520	GO:0004869
Bradi1g70523	GO:0004869
Bradi1g70526	GO:0004869
Bradi1g70530	GO:0004869
Bradi1g70540	GO:0004869
Bradi1g70550	GO:0004869
Bradi1g70560	GO:0004869
Bradi1g70570	GO:0000166, GO:0004812, GO:0004825, GO:0005524, GO:0005737, GO:0006418, GO:0006431
Bradi1g70576	
Bradi1g70580	
Bradi1g70590	GO:0008270
Bradi1g70600	GO:0016192
Bradi1g70610	
Bradi1g70620	GO:0009058, GO:0016779
Bradi1g70627	GO:0005634
Bradi1g70637	GO:0005515
Bradi1g70650	GO:0005215, GO:0006810, GO:0016020
Bradi1g70653	
Bradi1g70657	GO:0005515
Bradi1g70670	GO:0005488, GO:0005515
Bradi1g70680	GO:0003824, GO:0004722, GO:0006470
Bradi1g70690	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g70700	GO:0030001, GO:0046872
Bradi1g70705	
Bradi1g70710	
Bradi1g70720	GO:0016020, GO:0016192, GO:0048193
Bradi1g70725	GO:0009521, GO:0009767, GO:0016020, GO:0016168, GO:0019684
Bradi1g70730	
Bradi1g70740	GO:0005515, GO:0008270
Bradi1g70750	GO:0006810, GO:0016021
Bradi1g70761	GO:0005515
Bradi1g70770	
Bradi1g70780	
Bradi1g70785	
Bradi1g70790	GO:0016972, GO:0055114
Bradi1g70800	
Bradi1g70805	
Bradi1g70806	
Bradi1g70807	
Bradi1g70810	GO:0003824
Bradi1g70820	GO:0008080
Bradi1g70830	GO:0005515
Bradi1g70840	
Bradi1g70850	GO:0003677, GO:0003697, GO:0003824, GO:0004518, GO:0004519, GO:0005634, GO:0006281, GO:0006289
Bradi1g70860	GO:0046983
Bradi1g70871	
Bradi1g70880	
Bradi1g70890	GO:0005515
Bradi1g70900	
Bradi1g70907	
Bradi1g70920	GO:0000166, GO:0005388, GO:0005516, GO:0005524, GO:0016020, GO:0016021, GO:0046872, GO:0070588
Bradi1g70930	
Bradi1g70933	
Bradi1g70936	
Bradi1g70942	GO:0003677, GO:0046983
Bradi1g70951	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g70960	
Bradi1g70965	
Bradi1g70970	GO:0008270
Bradi1g70990	
Bradi1g71000	GO:0003824, GO:0005737, GO:0006364, GO:0008173, GO:0051536
Bradi1g71010	
Bradi1g71020	GO:0005741, GO:0055085
Bradi1g71030	GO:0000103, GO:0004020, GO:0005524
Bradi1g71040	GO:0004553, GO:0005975, GO:0016798
Bradi1g71050	GO:0004553, GO:0005975
Bradi1g71057	GO:0033588
Bradi1g71070	GO:0003725
Bradi1g71077	GO:0004553, GO:0005975, GO:0016798, GO:0030246
Bradi1g71082	GO:0005515
Bradi1g71090	
Bradi1g71100	GO:0000413, GO:0003755, GO:0004842, GO:0006457, GO:0016567
Bradi1g71110	
Bradi1g71120	
Bradi1g71131	
Bradi1g71140	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g71150	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g71160	GO:0004553, GO:0005975
Bradi1g71170	GO:0005525, GO:0005622, GO:0006886, GO:0007165, GO:0007264, GO:0015031, GO:0016020,  GO:0005525, GO:0005622, GO:0006886, GO:0007264, GO:0015031
Bradi1g71180	GO:0016020
Bradi1g71190	GO:0005515
Bradi1g71200	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g71206	
Bradi1g71210	
Bradi1g71220	GO:0016021
Bradi1g71230	
Bradi1g71240	
Bradi1g71250	
Bradi1g71260	GO:0006139, GO:0008168
Bradi1g71270	GO:0003824, GO:0006281, GO:0006284, GO:0008725
Bradi1g71280	GO:0003677
Bradi1g71290	
Bradi1g71300	GO:0000166, GO:0004812, GO:0004828, GO:0005524, GO:0005737, GO:0006418, GO:0006434
Bradi1g71310	
Bradi1g71315	
Bradi1g71317	
Bradi1g71320	
Bradi1g71330	GO:0003676, GO:0046872
Bradi1g71333	
Bradi1g71340	GO:0005515
Bradi1g71350	GO:0045735
Bradi1g71360	GO:0016020, GO:0016021, GO:0022857, GO:0022891, GO:0055085,  GO:0016020, GO:0016021, GO:0022891, GO:0055085
Bradi1g71370	GO:0016020, GO:0016021, GO:0022857, GO:0022891, GO:0055085
Bradi1g71372	
Bradi1g71373	GO:0016765
Bradi1g71374	
Bradi1g71375	
Bradi1g71377	GO:0000166, GO:0003676
Bradi1g71390	
Bradi1g71400	GO:0006352, GO:0006355, GO:0008270, GO:0017025
Bradi1g71410	GO:0055085
Bradi1g71420	
Bradi1g71425	GO:0003735, GO:0005840, GO:0006412
Bradi1g71430	GO:0005737, GO:0006535, GO:0009001
Bradi1g71450	
Bradi1g71460	GO:0005515
Bradi1g71465	
Bradi1g71470	GO:0003723, GO:0003735, GO:0005622, GO:0005840, GO:0006412, GO:0015934, GO:0016740
Bradi1g71480	
Bradi1g71490	GO:0015031, GO:0016020
Bradi1g71495	GO:0005515
Bradi1g71500	GO:0008271, GO:0008272, GO:0015116, GO:0016020, GO:0016021, GO:0055085
Bradi1g71505	
Bradi1g71510	GO:0008271, GO:0008272, GO:0015116, GO:0016020, GO:0016021, GO:0055085
Bradi1g71511	
Bradi1g71513	
Bradi1g71517	
Bradi1g71530	GO:0003824, GO:0009058, GO:0009089, GO:0010285, GO:0030170
Bradi1g71540	GO:0016021
Bradi1g71560	
Bradi1g71570	
Bradi1g71575	GO:0008080
Bradi1g71580	
Bradi1g71586	GO:0005515
Bradi1g71592	
Bradi1g71600	GO:0000502, GO:0005515, GO:0030234, GO:0042176
Bradi1g71620	
Bradi1g71624	GO:0003723, GO:0005488
Bradi1g71626	
Bradi1g71630	GO:0003723, GO:0005488
Bradi1g71637	GO:0003723, GO:0005488
Bradi1g71640	GO:0000166, GO:0000413, GO:0003676, GO:0003755, GO:0006457, GO:0008270
Bradi1g71650	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g71660	
Bradi1g71667	GO:0004512, GO:0006021, GO:0008654
Bradi1g71673	
Bradi1g71680	GO:0006869, GO:0008289
Bradi1g71690	GO:0003824
Bradi1g71700	
Bradi1g71710	
Bradi1g71730	GO:0003677, GO:0003824, GO:0003887, GO:0006260,  GO:0003824
Bradi1g71736	GO:0005515
Bradi1g71740	GO:0003677, GO:0003700, GO:0006355
Bradi1g71745	GO:0003690, GO:0005739, GO:0006355
Bradi1g71751	
Bradi1g71756	
Bradi1g71760	GO:0003723, GO:0005488
Bradi1g71770	
Bradi1g71781	GO:0003924, GO:0005525, GO:0005622, GO:0006886, GO:0006913, GO:0007165, GO:0007264, GO:0015031, GO:0016020
Bradi1g71790	GO:0005515
Bradi1g71800	GO:0055085
Bradi1g71810	GO:0003677, GO:0005515, GO:0005634
Bradi1g71820	
Bradi1g71830	GO:0016579, GO:0036459
Bradi1g71836	
Bradi1g71840	GO:0005515
Bradi1g71850	
Bradi1g71860	GO:0004659, GO:0016021, GO:0016740, GO:0042372
Bradi1g71870	
Bradi1g71880	GO:0008270, GO:0016491, GO:0055114
Bradi1g71890	GO:0008270, GO:0016491, GO:0055114
Bradi1g71897	
Bradi1g71910	GO:0003677
Bradi1g71920	
Bradi1g71930	GO:0003677, GO:0003700, GO:0006355, GO:0043565
Bradi1g71937	GO:0004553, GO:0005618, GO:0005975, GO:0006073, GO:0010411, GO:0016762, GO:0042546, GO:0048046,  GO:0004553, GO:0005618, GO:0005975, GO:0006073, GO:0016762, GO:0048046
Bradi1g71948	
Bradi1g71960	
Bradi1g71971	GO:0003677, GO:0004879, GO:0005634, GO:0006355
Bradi1g71982	
Bradi1g71990	GO:0046983
Bradi1g72000	GO:0005515, GO:0008270
Bradi1g72007	GO:0006855, GO:0015238, GO:0015297, GO:0016020, GO:0055085
Bradi1g72018	
Bradi1g72030	GO:0005215, GO:0016021
Bradi1g72040	GO:0005215, GO:0016021
Bradi1g72050	
Bradi1g72060	
Bradi1g72070	GO:0005515
Bradi1g72080	
Bradi1g72086	GO:0005515
Bradi1g72092	
Bradi1g72100	
Bradi1g72110	GO:0004190, GO:0006508
Bradi1g72120	
Bradi1g72130	
Bradi1g72142	
Bradi1g72150	GO:0003677, GO:0003700, GO:0005634, GO:0006355, GO:0046983
Bradi1g72160	
Bradi1g72180	GO:0004852, GO:0033014
Bradi1g72185	
Bradi1g72196	GO:0006355, GO:0008270
Bradi1g72200	GO:0016747
Bradi1g72210	GO:0016747
Bradi1g72220	GO:0016747
Bradi1g72230	GO:0016747
Bradi1g72237	GO:0016747
Bradi1g72250	
Bradi1g72260	
Bradi1g72270	
Bradi1g72280	GO:0005488, GO:0006505, GO:0006886, GO:0016788
Bradi1g72286	
Bradi1g72290	GO:0005515
Bradi1g72295	
Bradi1g72300	GO:0003677
Bradi1g72310	GO:0000808, GO:0005634, GO:0006260
Bradi1g72320	GO:0003854, GO:0006694, GO:0016616, GO:0055114
Bradi1g72330	GO:0003677
Bradi1g72337	
Bradi1g72350	GO:0005794, GO:0009834, GO:0015020, GO:0016757, GO:0045492
Bradi1g72360	GO:0016491, GO:0055114
Bradi1g72371	
Bradi1g72381	GO:0005515
Bradi1g72390	
Bradi1g72400	GO:0016117, GO:0016705, GO:0055114
Bradi1g72405	
Bradi1g72410	GO:0008152, GO:0016491
Bradi1g72417	GO:0000166, GO:0006754, GO:0016021, GO:0016887, GO:0046872
Bradi1g72430	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi1g72440	
Bradi1g72449	GO:0003677, GO:0003700, GO:0006355
Bradi1g72457	GO:0003677, GO:0003700, GO:0006355
Bradi1g72470	GO:0003743, GO:0005488, GO:0005737, GO:0005852, GO:0006446, GO:0043022
Bradi1g72480	GO:0003735, GO:0005622, GO:0005840, GO:0006412, GO:0015935
Bradi1g72482	GO:0003677
Bradi1g72485	GO:0003677
Bradi1g72490	GO:0007033, GO:0036092, GO:0042578
Bradi1g72500	GO:0004499, GO:0050660, GO:0050661, GO:0055114
Bradi1g72510	
Bradi1g72517	GO:0005524, GO:0006810, GO:0016021, GO:0016887, GO:0042626, GO:0055085
Bradi1g72550	GO:0003676, GO:0006139, GO:0008408
Bradi1g72560	GO:0003824, GO:0006633, GO:0008152, GO:0008610, GO:0016020, GO:0016747
Bradi1g72572	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi1g72580	
Bradi1g72585	
Bradi1g72590	
Bradi1g72600	
Bradi1g72610	
Bradi1g72620	GO:0016757
Bradi1g72630	
Bradi1g72640	GO:0004175, GO:0004298, GO:0005839, GO:0006511, GO:0019773, GO:0051603
Bradi1g72650	
Bradi1g72660	GO:0003677
Bradi1g72670	GO:0005515
Bradi1g72680	GO:0016021, GO:0055085
Bradi1g72690	GO:0005515, GO:0016021, GO:0016491, GO:0016702, GO:0046872, GO:0055114,  GO:0005515, GO:0016491, GO:0016702, GO:0046872, GO:0055114,  GO:0016491, GO:0016702, GO:0046872, GO:0055114
Bradi1g72700	
Bradi1g72718	
Bradi1g72721	
Bradi1g72724	
Bradi1g72727	
Bradi1g72731	
Bradi1g72735	GO:0004129, GO:0005743, GO:0005751
Bradi1g72740	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g72750	GO:0006464
Bradi1g72756	
Bradi1g72762	
Bradi1g72770	
Bradi1g72780	GO:0016020
Bradi1g72790	GO:0000166, GO:0006812, GO:0016021, GO:0019829, GO:0030001, GO:0046872,  GO:0000166, GO:0006812, GO:0016021, GO:0019829, GO:0046872,  GO:0000166, GO:0016021, GO:0046872
Bradi1g72800	GO:0004842, GO:0005515, GO:0007005, GO:0008270
Bradi1g72820	
Bradi1g72830	GO:0008080
Bradi1g72836	GO:0003824
Bradi1g72842	
Bradi1g72850	
Bradi1g72860	
Bradi1g72871	
Bradi1g72881	
Bradi1g72890	GO:0003677, GO:0003700, GO:0006355, GO:0007275
Bradi1g72900	GO:0005673, GO:0006367
Bradi1g72905	
Bradi1g72910	GO:0005215, GO:0006810, GO:0016020
Bradi1g72920	
Bradi1g72927	GO:0006807, GO:0016810
Bradi1g72940	GO:0055085
Bradi1g72950	GO:0003824, GO:0004359, GO:0009236, GO:0042819, GO:0042823,  GO:0004359, GO:0042819, GO:0042823
Bradi1g72960	GO:0003700, GO:0006355
Bradi1g72963	
Bradi1g72967	GO:0008033, GO:0016740, GO:0016783
Bradi1g72980	GO:0004019, GO:0005525, GO:0006164
Bradi1g72990	GO:0003677, GO:0003700, GO:0006355
Bradi1g73000	GO:0005515
Bradi1g73004	
Bradi1g73010	
Bradi1g73013	GO:0003677
Bradi1g73016	GO:0003677
Bradi1g73026	
Bradi1g73030	GO:0000166, GO:0003676
Bradi1g73040	GO:0005515, GO:0008270
Bradi1g73046	
Bradi1g73056	GO:0000123, GO:0003713, GO:0004402, GO:0005634, GO:0006355, GO:0016573
Bradi1g73060	
Bradi1g73070	GO:0004869
Bradi1g73080	GO:0004869
Bradi1g73090	GO:0004869
Bradi1g73094	
Bradi1g73096	GO:0005488
Bradi1g73100	
Bradi1g73110	GO:0005643, GO:0006810
Bradi1g73120	GO:0003824, GO:0008483, GO:0030170
Bradi1g73127	
Bradi1g73140	GO:0000160, GO:0004871, GO:0046983
Bradi1g73150	GO:0005515
Bradi1g73161	GO:0046983
Bradi1g73170	GO:0005887, GO:0008515, GO:0015770
Bradi1g73180	GO:0009055, GO:0015035, GO:0045454
Bradi1g73190	GO:0003677, GO:0003700, GO:0006355, GO:0043565
Bradi1g73200	
Bradi1g73210	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g73220	GO:0003856, GO:0009073, GO:0016491, GO:0055114
Bradi1g73230	GO:0009733
Bradi1g73235	
Bradi1g73236	GO:0000166, GO:0003700, GO:0004832, GO:0005524, GO:0005737, GO:0006355, GO:0006438, GO:0043565
Bradi1g73240	
Bradi1g73446	
Bradi1g73619	
Bradi1g73660	
Bradi1g73665	
Bradi1g73667	
Bradi1g73670	
Bradi1g73680	
Bradi1g73690	
Bradi1g73700	GO:0003676, GO:0004519
Bradi1g73710	GO:0003677, GO:0006355
Bradi1g73720	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g73730	GO:0005515
Bradi1g73740	
Bradi1g73748	
Bradi1g73752	GO:0005515
Bradi1g73754	
Bradi1g73757	GO:0005515
Bradi1g73770	GO:0003824, GO:0005975, GO:0008152, GO:0016857
Bradi1g73780	GO:0003735, GO:0006412, GO:0015934
Bradi1g73790	GO:0005515
Bradi1g73796	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g73802	GO:0005515
Bradi1g73804	
Bradi1g73810	GO:0005515
Bradi1g73817	
Bradi1g73830	
Bradi1g73840	
Bradi1g73850	
Bradi1g73860	GO:0005515
Bradi1g73870	GO:0016787
Bradi1g73872	
Bradi1g73877	GO:0080019
Bradi1g73890	
Bradi1g73900	
Bradi1g73910	GO:0006869, GO:0008289
Bradi1g73915	
Bradi1g73917	
Bradi1g73935	GO:0008152, GO:0016746
Bradi1g73960	GO:0003676
Bradi1g73970	GO:0005515
Bradi1g73990	GO:0006810, GO:0016021, GO:0016192
Bradi1g74000	GO:0003677, GO:0005515, GO:0016579, GO:0036459
Bradi1g74030	
Bradi1g74040	GO:0016021
Bradi1g74050	GO:0004553, GO:0005975,  GO:0004553, GO:0005975, GO:0030246
Bradi1g74060	GO:0003677, GO:0006355
Bradi1g74070	GO:0005524
Bradi1g74080	
Bradi1g74083	
Bradi1g74087	GO:0005515
Bradi1g74098	GO:0005515
Bradi1g74109	
Bradi1g74120	GO:0003676, GO:0003677, GO:0003916, GO:0003917, GO:0005694, GO:0006265, GO:0008270
Bradi1g74135	
Bradi1g74150	
Bradi1g74161	
Bradi1g74170	GO:0000145, GO:0006904
Bradi1g74180	GO:0004362, GO:0006749, GO:0016491, GO:0045454, GO:0050660, GO:0050661, GO:0055114
Bradi1g74182	
Bradi1g74185	GO:0005515
Bradi1g74187	GO:0005488
Bradi1g74200	GO:0005488
Bradi1g74210	GO:0005086, GO:0005488, GO:0032012
Bradi1g74220	GO:0005488
Bradi1g74227	GO:0006508, GO:0008234
Bradi1g74240	
Bradi1g74250	GO:0005515
Bradi1g74257	GO:0003824, GO:0006633, GO:0008152, GO:0008610, GO:0016020, GO:0016747
Bradi1g74270	
Bradi1g74279	GO:0004499, GO:0016491, GO:0050660, GO:0050661, GO:0055114
Bradi1g74287	GO:0000166, GO:0003676, GO:0003824, GO:0005524, GO:0005622, GO:0006310, GO:0008026, GO:0044237
Bradi1g74300	GO:0003824, GO:0008152, GO:0042819, GO:0042823
Bradi1g74310	GO:0016788
Bradi1g74316	
Bradi1g74320	GO:0005507, GO:0016491, GO:0046274, GO:0048046, GO:0052716, GO:0055114
Bradi1g74330	
Bradi1g74340	GO:0008318, GO:0018342
Bradi1g74345	
Bradi1g74350	GO:0003700, GO:0005634, GO:0006355, GO:0043565
Bradi1g74360	GO:0010309, GO:0055114
Bradi1g74371	
Bradi1g74380	
Bradi1g74400	GO:0005515
Bradi1g74401	
Bradi1g74410	GO:0005515
Bradi1g74420	GO:0008271, GO:0008272, GO:0009507, GO:0015116, GO:0016020, GO:0016021, GO:0055085
Bradi1g74430	
Bradi1g74437	GO:0046856
Bradi1g74450	
Bradi1g74460	
Bradi1g74470	
Bradi1g74480	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g74490	
Bradi1g74500	
Bradi1g74506	GO:0006952
Bradi1g74510	
Bradi1g74515	
Bradi1g74520	
Bradi1g74530	GO:0031047
Bradi1g74540	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g74541	
Bradi1g74543	
Bradi1g74547	GO:0004252, GO:0006508
Bradi1g74560	
Bradi1g74565	
Bradi1g74570	GO:0003824, GO:0005975, GO:0030246
Bradi1g74580	GO:0003677, GO:0005524, GO:0016787
Bradi1g74590	GO:0003824, GO:0004648, GO:0006564
Bradi1g74597	GO:0000166, GO:0003676, GO:0003824, GO:0005622, GO:0006139, GO:0008408, GO:0044237
Bradi1g74607	
Bradi1g74620	
Bradi1g74630	GO:0005515, GO:0051260
Bradi1g74640	GO:0005524, GO:0016020, GO:0016887
Bradi1g74650	
Bradi1g74660	
Bradi1g74670	GO:0000166, GO:0003676
Bradi1g74680	
Bradi1g74692	
Bradi1g74700	GO:0003842, GO:0055114
Bradi1g74710	GO:0005576, GO:0009664
Bradi1g74720	GO:0005576, GO:0009664
Bradi1g74730	
Bradi1g74740	GO:0005576, GO:0009664
Bradi1g74750	GO:0005576, GO:0009664
Bradi1g74760	GO:0071949
Bradi1g74770	GO:0071949
Bradi1g74780	GO:0071949
Bradi1g74790	GO:0071949
Bradi1g74800	GO:0005515
Bradi1g74810	GO:0071949
Bradi1g74820	GO:0000166, GO:0003676, GO:0003723, GO:0005634, GO:0006397
Bradi1g74827	GO:0003777, GO:0005488, GO:0005515, GO:0005524, GO:0005871, GO:0007018, GO:0008017
Bradi1g74840	
Bradi1g74850	GO:0001522, GO:0003723, GO:0009451, GO:0009982, GO:0016866
Bradi1g74862	
Bradi1g74870	GO:0003824, GO:0008152
Bradi1g74882	GO:0004601, GO:0006979, GO:0020037, GO:0055114
Bradi1g74890	GO:0003700, GO:0005667, GO:0006355, GO:0007049
Bradi1g74900	GO:0030001, GO:0046872
Bradi1g74910	GO:0003924, GO:0005525, GO:0005622, GO:0006886, GO:0006913, GO:0007165, GO:0007264, GO:0015031, GO:0016020
Bradi1g74916	GO:0005524,  GO:0005524, GO:0006281, GO:0006310, GO:0009378, GO:0016787
Bradi1g74922	GO:0005524,  GO:0005524, GO:0006281, GO:0006310, GO:0009378, GO:0016787
Bradi1g74930	GO:0005515
Bradi1g74940	GO:0005515
Bradi1g74950	GO:0008080
Bradi1g74962	
Bradi1g74970	
Bradi1g74980	
Bradi1g74990	
Bradi1g74997	GO:0003676, GO:0046872
Bradi1g75010	
Bradi1g75020	GO:0005315, GO:0006817, GO:0016021, GO:0055085
Bradi1g75030	GO:0005315, GO:0006817, GO:0016021, GO:0055085
Bradi1g75040	GO:0003677, GO:0003700, GO:0006355
Bradi1g75050	GO:0005515, GO:0008270
Bradi1g75060	
Bradi1g75065	
Bradi1g75066	
Bradi1g75067	
Bradi1g75070	GO:0005515, GO:0008270
Bradi1g75075	
Bradi1g75080	GO:0005509, GO:0005515, GO:0005544
Bradi1g75087	GO:0016020, GO:0016021, GO:0022857
Bradi1g75100	
Bradi1g75110	
Bradi1g75120	
Bradi1g75123	GO:0003676, GO:0046872
Bradi1g75127	GO:0003676, GO:0046872
Bradi1g75138	GO:0004672, GO:0004713, GO:0005524, GO:0006468,  GO:0004672, GO:0005524, GO:0006468
Bradi1g75150	GO:0004672, GO:0004713, GO:0005524, GO:0006468
Bradi1g75160	
Bradi1g75162	
Bradi1g75165	GO:0005515
Bradi1g75170	
Bradi1g75180	
Bradi1g75190	
Bradi1g75200	GO:0006508, GO:0008236, GO:0016020
Bradi1g75210	GO:0006139, GO:0008168
Bradi1g75215	
Bradi1g75220	GO:0005215, GO:0006814, GO:0016020, GO:0055085,  GO:0016021, GO:0055085
Bradi1g75231	
Bradi1g75236	
Bradi1g75250	GO:0005488
Bradi1g75262	
Bradi1g75270	GO:0010277, GO:0016491, GO:0051537, GO:0055114
Bradi1g75280	GO:0007049, GO:0016538
Bradi1g75290	GO:0005215, GO:0006810, GO:0016020
Bradi1g75295	GO:0003676, GO:0008270
Bradi1g75300	
Bradi1g75310	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g75327	
Bradi1g75340	GO:0003924, GO:0005525, GO:0005622, GO:0006886, GO:0006913, GO:0007165, GO:0007264, GO:0015031, GO:0016020
Bradi1g75350	GO:0005515, GO:0008270
Bradi1g75360	GO:0005515
Bradi1g75370	GO:0005515, GO:0046872
Bradi1g75380	
Bradi1g75382	
Bradi1g75384	
Bradi1g75388	
Bradi1g75390	
Bradi1g75400	GO:0005488
Bradi1g75410	GO:0008375, GO:0016020
Bradi1g75420	GO:0003700, GO:0006355, GO:0008270, GO:0043565
Bradi1g75430	GO:0004672, GO:0004713, GO:0005515, GO:0005524, GO:0006468
Bradi1g75440	GO:0003723
Bradi1g75450	
Bradi1g75460	
Bradi1g75470	
Bradi1g75477	
Bradi1g75485	GO:0005515
Bradi1g75500	
Bradi1g75507	GO:0005515, GO:0005634, GO:0008270, GO:0016568
Bradi1g75520	GO:0005524, GO:0005737, GO:0042026
Bradi1g75530	GO:0000166, GO:0004812, GO:0004817, GO:0005524, GO:0006418, GO:0006423
Bradi1g75533	
Bradi1g75542	
Bradi1g75550	GO:0004252, GO:0006508
Bradi1g75560	
Bradi1g75570	GO:0005524, GO:0006281, GO:0006310, GO:0009378, GO:0016787
Bradi1g75580	
Bradi1g75590	GO:0005524, GO:0006810, GO:0016021, GO:0016887, GO:0042626, GO:0055085
Bradi1g75595	GO:0003677
Bradi1g75597	GO:0005515, GO:0008270
Bradi1g75605	GO:0005515
Bradi1g75607	GO:0005515, GO:0008270
Bradi1g75610	GO:0000272, GO:0005975, GO:0016161
Bradi1g75620	GO:0003735, GO:0005622, GO:0005840, GO:0006412
Bradi1g75640	
Bradi1g75660	GO:0003735, GO:0005840, GO:0006412
Bradi1g75670	GO:0005515
Bradi1g75681	
Bradi1g75692	GO:0004190, GO:0006508
Bradi1g75700	
Bradi1g75707	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g75720	GO:0006904, GO:0016192
Bradi1g75730	GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g75735	
Bradi1g75740	GO:0004497, GO:0005506, GO:0016705, GO:0020037, GO:0055114
Bradi1g75750	GO:0004842, GO:0005515, GO:0016567
Bradi1g75760	GO:0005515
Bradi1g75770	
Bradi1g75780	
Bradi1g75785	GO:0005515
Bradi1g75790	GO:0003735, GO:0005840, GO:0006412
Bradi1g75800	
Bradi1g75810	GO:0016747
Bradi1g75820	GO:0005215, GO:0006810, GO:0016020
Bradi1g75830	
Bradi1g75840	
Bradi1g75850	
Bradi1g75860	GO:0000166, GO:0003676
